LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
ENST00000446421	RP11-177I8.1	120	128.28012	chr9	-	104817536	104817952	Ensembl	416
ENST00000415106	RP11-397G17.1	120	128.28012	chr6	+	50061423	50066995	Ensembl	692
ENST00000450397	AC010729.3	120	128.28012	chr2	-	5950772	5952728	Ensembl	411
AK124845		120	128.28012	chr13	-	27617874	27619944	predicted	2070
NR_026598	NENF	119	127.21112	chr1	+	212606228	212619719	RefSeq_NR	934
NR_027337	HIST2H2BA	119	127.21112	chr1	+	120906033	120914842	RefSeq_NR	515
BC013657		119	127.21112	chr5	-	31328303	31329252	predicted	969
ENST00000424489	RP11-29G8.2	119	127.21112	chr13	-	76262691	76263333	Ensembl	642
ENST00000422315	RP11-494O16.3	119	127.21112	chr22	+	50239576	50239738	Ensembl	162
ENST00000442302	RP11-208C17.4	119	127.21112	chr10	+	96791396	96791805	Ensembl	409
uc010aio.1	TCRA	119	127.21112	chr14	+	22204451	22205258	UCSC_kg	157
NR_033378	LOC100288428	119	127.21112	chr3	-	8262834	8543344	RefSeq_NR	2147
uc004cas.1	LQFBS-1	119	127.21112	chr9	-	134372865	134375578	UCSC_kg	2713
ENST00000512492	RP11-366M4.8	119	127.21112	chr4	+	165869230	165870590	Ensembl	1360
ENST00000379950	RP11-501O2.2	119	127.21112	chr3	-	147884125	147885083	Ensembl	951
ENST00000488873	RP11-100F22.1	119	127.21112	chr3	+	155375548	155376401	Ensembl	833
AK095672		119	127.21112	chr19	+	36440385	36442421	predicted	2043
G65552		119	127.21112	chr4	-	152571056	152571343	predicted	287
AY007095		119	127.21112	chr12	+	121441237	121454273	predicted	1508
ENST00000305570	ZNF355P	119	127.21112	chr21	-	14468649	14529382	Ensembl	1287
uc001byp.2	BX537811	119	127.21112	chr1	-	35641981	35646083	UCSC_kg	2666
ENST00000438722	AC018737.3	119	127.21112	chr2	+	122548019	122554278	Ensembl	794
ENST00000512915	RP11-499E18.1	119	127.21112	chr4	-	103339873	103371167	Ensembl	546
ENST00000401937	RP4-803A2.1	119	127.21112	chr1	+	33445545	33446068	Ensembl	523
ENST00000432171	RP1-167F1.2	119	127.21112	chr6	-	19535174	19640814	Ensembl	553
BC008433		119	127.21112	chr17	-	60463269	60464662	predicted	1423
AF232217		119	127.21112	chr8	+	70850402	70850633	predicted	235
BC007917		119	127.21112	chr8	-	120850991	120852625	NRED	1652
ENST00000432419	AC005037.4	119	127.21112	chr2	+	201931413	201931914	Ensembl	501
ENST00000451989	RP11-12G12.4	119	127.21112	chr13	-	100714549	100715855	Ensembl	1306
ENST00000489252	RP11-693A13.2	119	127.21112	chr3	+	171001125	171001669	Ensembl	443
ENST00000487624	CTD-2185K10.1	119	127.21112	chr3	+	59050875	59105235	Ensembl	681
ENST00000424470	AC017035.1	119	127.21112	chr2	+	197879713	197880739	Ensembl	1026
ENST00000439849	RP11-269F20.1	119	127.21112	chr1	+	243708833	243711631	Ensembl	751
ENST00000419597	OR1AA1P	119	127.21112	chrX	+	130558272	130559188	Ensembl	916
HIT000383273		119	127.21112	chr17	-	3056984	3058376	HinvDB	1393
ENST00000512628	RP11-545H22.1	119	127.21112	chr4	-	55306668	55312890	Ensembl	624
uc002ilp.1	BC067758	119	127.21112	chr17	-	45527592	45569847	UCSC_kg	1257
ENST00000441047	AC090079.1	119	127.21112	chr17	-	51834349	51835231	Ensembl	882
AB002449		119	127.21112	chr5	-	115163908	115165052	NRED	1151
ENST00000426566	RP11-295F4.4	119	127.21112	chr6	-	132839968	132840434	Ensembl	466
uc009ygt.2	AL833346	119	127.21112	chr11	-	16798843	16802232	UCSC_kg	3389
ENST00000499393	AC016699.1	119	127.21112	chr2	+	98372802	98375517	Ensembl	937
AK123455		119	127.21112	chr14	-	75477971	75479554	RNAdb	1583
CR595298		119	127.21112	chr12	-	119611903	119614282	predicted	2379
ENST00000498986	AC008105.1	119	127.21112	chr17	-	43289615	43299132	Ensembl	1685
ENST00000432206	GAPDP2	118	126.14212	chr20	+	13373323	13374321	Ensembl	998
ENST00000511476	RP11-432M8.6	118	126.14212	chr5	-	17601990	17602243	Ensembl	253
ENST00000411879	RP1-154K9.2	118	126.14212	chrX	+	42111711	42558542	Ensembl	895
uc003gun.1	CR591173	118	126.14212	chr4	-	39548920	39551206	UCSC_kg	2286
ENST00000406296	RP11-374N7.1	118	126.14212	chr6	-	74714235	74714528	Ensembl	293
uc010jns.1	KU-MEL-3	118	126.14212	chr6	+	4610845	4612152	UCSC_kg	1142
AF088013		118	126.14212	chr16	-	83759280	83759982	predicted	712
ENST00000472243	RP11-58O15.1	118	126.14212	chr3	+	55644630	55647132	Ensembl	553
ENST00000412357	RP5-1114G22.2	118	126.14212	chr1	-	175172363	175173985	Ensembl	775
uc003lpb.1	AK054753	118	126.14212	chr5	-	147647869	147763346	UCSC_kg	2033
ENST00000414740	RP11-330A16.1	118	126.14212	chr6	-	14597744	14599921	Ensembl	147
ENST00000435255	AC018693.5	118	126.14212	chr2	+	38996406	38997266	Ensembl	530
BC039368		118	126.14212	chr10	-	52497327	52499508	predicted	2205
ENST00000426545	AL049757.3	118	126.14212	chr22	-	43172411	43173302	Ensembl	891
ENST00000506964	RP13-685P2.4	118	126.14212	chr3	-	129041888	129044269	Ensembl	388
ENST00000490411	RP11-589C21.1	118	126.14212	chr8	+	41958835	41959355	Ensembl	520
ENST00000435859	RP1-203C2.3	118	126.14212	chrX	+	127256711	127257474	Ensembl	716
ENST00000444112	AC005808.3	118	126.14212	chr20	+	52224892	52251129	Ensembl	381
ENST00000505144	CTD-2325A15.3	118	126.14212	chr5	-	42892420	42892919	Ensembl	499
ENST00000423803	RP11-292F22.2	118	126.14212	chr10	-	47605126	47644791	Ensembl	1604
NR_027106	LOC285419	118	126.14212	chr4	+	124695418	124786732	RefSeq_NR	2222
NR_028496	OSTCL	118	126.14212	chr6	-	159262159	159278664	RefSeq_NR	1195
BC127921		118	126.14212	chr16	+	4845703	4846312	NRED	612
ENST00000441234	AC017096.1	118	126.14212	chr2	+	200322559	200341227	Ensembl	468
AK021438		118	126.14212	chr21	+	17985920	17987843	predicted	1923
ENST00000423686	RP11-64P12.2	118	126.14212	chr13	-	52749773	52768513	Ensembl	920
ENST00000513475	AC022267.2	118	126.14212	chr4	-	57095800	57112587	Ensembl	1463
ENST00000417638	RP11-3L8.3	118	126.14212	chr9	-	12700099	12814344	Ensembl	799
ENST00000431260	AC016752.4	118	126.14212	chrY	+	25820525	25821539	Ensembl	1014
BC139794		118	126.14212	chr6	+	34027341	34027973	predicted	668
ENST00000448852	AP002827.1	118	126.14212	chr11	+	77024652	77025036	Ensembl	384
NR_027007	LOC440944	118	126.14212	chr3	-	9430536	9439174	RefSeq_NR	1907
ENST00000402138	RP11-244K5.3	118	126.14212	chr6	-	150233207	150234225	Ensembl	1018
NR_033437	UMPS	118	126.14212	chr3	+	124449212	124468117	RefSeq_NR	6837
uc001htg.1	AX748369	118	126.14212	chr1	-	229050379	229052954	UCSC_kg	2575
ENST00000512161	AC007001.1	118	126.14212	chr7	+	20175689	20178822	Ensembl	1904
AF086453		118	126.14212	chr17	+	26865333	26865917	predicted	594
ENST00000414053	RP4-617A9.4	118	126.14212	chrX	+	2822944	2824122	Ensembl	816
ENST00000500520	AC005696.2	118	126.14212	chr17	-	2574351	2577029	Ensembl	885
ENST00000417473	AC099344.4	118	126.14212	chr2	+	11534106	11542372	Ensembl	499
AK056180		118	126.14212	chr6	+	74681061	74682831	predicted	1774
ENST00000417498	RP11-73B2.1	118	126.14212	chr7	-	62827804	62828534	Ensembl	730
ENST00000413879	AC072061.2	118	126.14212	chr7	+	39856147	39907739	Ensembl	771
NR_029423	LOC139201	118	126.14212	chrX	-	72744110	72782921	RefSeq_NR	2539
NR_027288	LOC341056	118	126.14212	chr11	+	122888273	122890318	RefSeq_NR	2046
ENST00000444638	RP11-318K12.3	118	126.14212	chr9	-	66836846	66837138	Ensembl	292
ENST00000440860	RP11-75F3.1	118	126.14212	chr13	+	112554298	112555490	Ensembl	376
ENST00000441292	RP11-224P11.1	118	126.14212	chr10	-	30179960	30180396	Ensembl	436
CR617316		118	126.14212	chr1	-	9986450	9987467	predicted	1017
ENST00000416481	RP1-38C16.2	118	126.14212	chr6	-	135950542	135951406	Ensembl	531
NR_003573	ANXA2P2	118	126.14212	chr9	+	33624222	33625530	RefSeq_NR	1310
ENST00000435391	AC097461.2	117	125.07312	chr2	-	223317122	223317855	Ensembl	733
ENST00000445589	RP5-859D4.3	117	125.07312	chr20	-	6711904	6716783	Ensembl	932
ENST00000428055	AC103563.2	117	125.07312	chr2	-	95618905	95619338	Ensembl	354
ENST00000366167	AC073343.13	117	125.07312	chr7	+	6703604	6748532	Ensembl	564
ENST00000508771	RP11-618I10.3	117	125.07312	chr4	+	70253293	70254026	Ensembl	733
ENST00000391990	OR5S1P	117	125.07312	chr2	+	241048515	241049469	Ensembl	948
ENST00000490340	RP11-473O4.1	117	125.07312	chr8	+	130876723	130877298	Ensembl	575
ENST00000432558	AC034228.2	117	125.07312	chr5	+	131347140	131348892	Ensembl	459
AK054733		117	125.07312	chr5	+	56223700	56225400	predicted	1702
uc001yrs.2	IGH@	117	125.07312	chr14	-	106053225	106330470	UCSC_kg	1116
BC031668		117	125.07312	chr17	+	43025279	43026291	predicted	1052
ENST00000422054	RP4-718N17.1	117	125.07312	chr7	-	51667981	51668269	Ensembl	288
ENST00000407792	RP11-793L10.1	117	125.07312	chr6	-	102901241	102901667	Ensembl	426
ENST00000453854	RP11-637B23.3	117	125.07312	chrX	-	50674113	50674548	Ensembl	435
NR_026894	DKFZp566F0947	117	125.07312	chr19	+	31640782	31641309	RefSeq_NR	531
ENST00000446360	RP4-620F22.3	117	125.07312	chr1	-	89755358	89756020	Ensembl	662
ENST00000434368	AC005237.2	117	125.07312	chr2	+	242058139	242058358	Ensembl	219
BC010544		117	125.07312	chr19	+	974405	975735	predicted	1348
ENST00000455149	RP11-89N17.2	117	125.07312	chr7	-	33769903	33771676	Ensembl	577
ENST00000464118	CTC-448F2.1	117	125.07312	chr19	-	30447318	30447895	Ensembl	577
ENST00000512603	CTD-2108O9.2	117	125.07312	chr5	-	38399915	38403515	Ensembl	466
ENST00000455793	RP11-3D23.1	117	125.07312	chrX	+	61998719	61999796	Ensembl	1077
HIT000067254		117	125.07312	chr8	+	81454720	81455338	HinvDB	619
NR_026763	SMAD5OS	117	125.07312	chr5	-	135465204	135470579	RefSeq_NR	1827
ENST00000472594	RP11-174E22.1	117	125.07312	chr4	-	29964269	29965380	Ensembl	773
uc001muk.2	BC043375	117	125.07312	chr11	+	33183233	33213140	UCSC_kg	2027
ENST00000412906	C21orf121	117	125.07312	chr21	+	43429302	43444975	Ensembl	952
AL360257		117	125.07312	chr15	-	74027772	74029618	predicted	1863
ENST00000415586	RP1-20N2.6	117	125.07312	chr6	+	143824530	143827475	Ensembl	702
ENST00000448318	RP1-272J12.1	117	125.07312	chr22	-	35330670	35468882	Ensembl	1346
ENST00000457003	RP11-62C3.6	117	125.07312	chr9	+	94967637	94972440	Ensembl	333
BC113820		117	125.07312	chr1	+	11190866	11191396	RNAdb	557
ENST00000443301	AC010975.1	117	125.07312	chr2	-	79720841	79727970	Ensembl	669
ENST00000508000	CTD-2015H6.3	117	125.07312	chr5	-	79778111	79783772	Ensembl	1151
ENST00000410472	AC016732.1	117	125.07312	chr2	-	158155318	158155670	Ensembl	352
ENST00000406999	RP3-468K3.1	117	125.07312	chr6	+	153219127	153220443	Ensembl	1316
NR_002827	HERC2P4	117	125.07312	chr16	-	32162609	32163874	RefSeq_NR	1176
ENST00000451656	RP11-549L6.3	117	125.07312	chr10	-	111967607	111968349	Ensembl	470
ENST00000313754	RP11-668N23.1	117	125.07312	chr3	-	94225609	94226464	Ensembl	855
AK097063		117	125.07312	chr19	-	37255648	37257607	predicted	1960
ENST00000416893	RP11-121C22.1	117	125.07312	chrX	+	82253706	82254243	Ensembl	537
ENST00000450671	RP3-475N16.1	117	125.07312	chr6	+	42908101	42911708	Ensembl	679
ENST00000405705	AP002530.2	117	125.07312	chr6	+	102526746	102527430	Ensembl	684
ENST00000511418	RP11-492L8.2	117	125.07312	chr5	+	116366895	116374265	Ensembl	420
ENST00000502884	RP11-27G13.4	117	125.07312	chr4	-	156304258	156305254	Ensembl	346
ENST00000458451	AC004014.4	117	125.07312	chr7	-	108634087	108635086	Ensembl	999
ENST00000512134	AC004510.2	117	125.07312	chr19	-	15947286	15947865	Ensembl	579
AK094743		117	125.07312	chr10	-	31650355	31688684	predicted	2750
ENST00000463176	RP13-1056D16.2	116	124.00412	chr3	+	49812717	49813047	Ensembl	330
ENST00000422178	AC016745.3	116	124.00412	chr2	+	114182071	114182901	Ensembl	508
NR_002145	OR2L1P	116	124.00412	chr1	+	248153568	248154493	RefSeq_NR	925
AK021571		116	124.00412	chr3	-	197679382	197681926	NRED	2545
BC016002		116	124.00412	chr7	+	30166630	30167556	predicted	960
ENST00000396326	RP11-449I17.7	116	124.00412	chr10	-	30806544	30807790	Ensembl	963
ENST00000451028	RP11-472F14.4	116	124.00412	chr9	+	6568843	6569360	Ensembl	517
ENST00000449390	RP11-282K24.1	116	124.00412	chr12	+	19242084	19242825	Ensembl	741
uc004bju.1	AK057447	116	124.00412	chr9	+	119266561	119324572	UCSC_kg	1756
ENST00000426437	RP11-49F20.1	116	124.00412	chr13	+	83397265	83398271	Ensembl	1006
NR_024187	SUZ12P	116	124.00412	chr17	+	29058723	29085351	RefSeq_NR	899
ENST00000397237	RP11-414H17.2	116	124.00412	chr10	-	6113476	6113881	Ensembl	405
NR_003007	SCARNA23	116	124.00412	chrX	+	24762557	24762687	RefSeq_NR	130
ENST00000422259	RP11-272L13.1	116	124.00412	chr1	+	98262520	98263622	Ensembl	788
ENST00000396608	CTD-2270N23.1	116	124.00412	chr15	-	48022337	48023132	Ensembl	792
NR_033423	LOC1720	116	124.00412	chr2	+	83083926	83084893	RefSeq_NR	967
NR_024448	LOC91316	116	124.00412	chr22	-	23980676	24059610	RefSeq_NR	3442
uc002oss.2	BC042152	116	124.00412	chr19	+	42636780	42641249	UCSC_kg	683
ENST00000451797	RP5-925F19.1	116	124.00412	chr1	-	187683373	187683866	Ensembl	493
ENST00000420876	RP11-511I2.2	116	124.00412	chr1	-	47846599	47874149	Ensembl	483
ENST00000398242	LA16c-60H5.7	116	124.00412	chr22	+	16122719	16123768	Ensembl	1049
NR_003083	SLC6A10P	116	124.00412	chr16	-	32888796	32896463	RefSeq_NR	3839
ENST00000502435	CTB-22K21.2	116	124.00412	chr17	-	48704392	48709301	Ensembl	510
uc002zgz.1	C21orf89	116	124.00412	chr21	+	46654266	46678645	UCSC_kg	530
ENST00000492327	RP11-801G16.1	116	124.00412	chr11	-	108561015	108561683	Ensembl	668
ENST00000393242	AC068993.1	116	124.00412	chr12	-	79187300	79187894	Ensembl	591
ENST00000453140	RP11-84A14.2	116	124.00412	chr1	+	9961517	9962174	Ensembl	206
ENST00000455643	AC103563.4	116	124.00412	chr2	-	95630217	95630581	Ensembl	364
ENST00000318104	OR2M1P	116	124.00412	chr1	+	248285233	248286184	Ensembl	951
AK056223		116	124.00412	chr11	-	65742591	65744362	predicted	1876
ENST00000514468	RP11-893F2.6	116	124.00412	chr17	+	48292054	48292781	Ensembl	455
ENST00000429867	RP11-275I14.2	116	124.00412	chr1	-	226376573	226376922	Ensembl	349
AK021572		116	124.00412	chr2	-	37547592	37549138	predicted	1546
NR_003276	CES4	116	124.00412	chr16	+	55794510	55808824	RefSeq_NR	2259
ENST00000430605	RP11-316C12.2	116	124.00412	chr1	+	71867529	71873407	Ensembl	213
ENST00000438093	RP11-14O19.1	116	124.00412	chr1	-	95816806	95817810	Ensembl	602
AK024851		116	124.00412	chr6	-	42201041	42202875	NRED	1851
ENST00000457858	RP11-276G3.1	116	124.00412	chr13	+	80378552	80379820	Ensembl	428
AK092146		116	124.00412	chrX	-	36383740	36458375	RNAdb	1863
ENST00000440735	RP11-365P13.3	116	124.00412	chr13	+	111635653	111642911	Ensembl	684
AK024873		116	124.00412	chr17	+	29579560	29581291	NRED	1751
ENST00000472238	RP11-875H7.5	116	124.00412	chr3	-	55527857	55539289	Ensembl	563
uc002pyc.2	BC014606	115	122.93512	chr19	+	52452414	52484613	UCSC_kg	691
ENST00000457989	AC079630.2	115	122.93512	chr12	+	40550040	40561414	Ensembl	470
ENST00000469965	RP11-309L24.2	115	122.93512	chr7	-	128490215	128502680	Ensembl	559
ENST00000509105	RP11-519M16.1	115	122.93512	chr4	-	130669271	130692636	Ensembl	653
ENST00000376797	NCRNA00171	115	122.93512	chr6	-	29968787	30028921	Ensembl	3270
ENST00000397390	RP11-146N23.1	115	122.93512	chr9	-	19200332	19201044	Ensembl	712
AK024945		115	122.93512	chr3	-	31944838	31946479	NRED	1664
CR617459		115	122.93512	chr18	+	68156865	68158441	predicted	1576
ENST00000443055	RP4-719C8.1	115	122.93512	chr20	-	58201518	58203334	Ensembl	668
ENST00000419422	RP11-132A1.4	115	122.93512	chr7	+	100951626	100954266	Ensembl	705
ENST00000433352	RP11-151G12.1	115	122.93512	chrX	-	64547867	64551113	Ensembl	961
ENST00000505808	CTB-3M24.2	115	122.93512	chr5	+	132793496	132794023	Ensembl	527
ENST00000435914	RP1-197O17.2	115	122.93512	chrX	-	130937339	130937769	Ensembl	430
ENST00000426515	RP5-1185H19.2	115	122.93512	chr1	+	116706904	116708862	Ensembl	914
ENST00000430125	RP11-279D17.1	115	122.93512	chr13	-	100342334	100343225	Ensembl	695
uc001gof.1	AK096250	115	122.93512	chr1	-	180238799	180245359	UCSC_kg	4198
ENST00000514879	AC004066.3	115	122.93512	chr4	-	106461346	106473512	Ensembl	572
ENST00000450500	RP11-2L8.1	115	122.93512	chr3	+	177652610	177655450	Ensembl	560
ENST00000420160	U82670.4	115	122.93512	chrX	-	152435329	152439727	Ensembl	921
ENST00000440887	KCNQ1OT1	115	122.93512	chr11	-	2861364	2883058	Ensembl	1236
ENST00000443008	RP5-1028L10.1	115	122.93512	chr1	-	110709428	110715111	Ensembl	797
ENST00000515870	RP11-61G24.1	115	122.93512	chr4	+	97133429	97134251	Ensembl	822
ENST00000397635	RP11-109P14.1	115	122.93512	chr1	+	38242341	38245094	Ensembl	1866
uc001lcv.1	DQ596646	115	122.93512	chr10	-	118588285	118590480	UCSC_kg	2195
BC114447		115	122.93512	chr9	-	139565128	139566676	predicted	1408
ENST00000444721	RP11-35L17.2	115	122.93512	chr1	-	240061315	240063172	Ensembl	486
ENST00000450129	RP4-550H1.4	115	122.93512	chr20	+	34660599	34673182	Ensembl	357
ENST00000475030	TMPRSS8	115	122.93512	chr16	-	2889568	2892711	Ensembl	752
ENST00000425870	RP11-421N10.1	115	122.93512	chr7	-	67234615	67235455	Ensembl	423
ENST00000423712	RP1-288L1.5	115	122.93512	chr22	-	35099116	35100876	Ensembl	768
ENST00000425779	AC107081.5	115	122.93512	chr2	+	62095566	62113217	Ensembl	802
AF119886		115	122.93512	chr3	+	114839018	114840336	predicted	1332
uc003zpy.2	BC043546	115	122.93512	chr9	+	25780053	25812963	UCSC_kg	1234
uc002vgl.2	BC031974	115	122.93512	chr2	-	217731055	217732536	UCSC_kg	429
ENST00000457298	GPR53P	115	122.93512	chr6	-	29505480	29506564	Ensembl	1084
ENST00000449492	RP11-25B7.1	115	122.93512	chr1	-	201642232	201643272	Ensembl	579
ENST00000426762	RP11-370L12.1	115	122.93512	chrX	-	25609469	25609925	Ensembl	456
ENST00000458676	AC068137.10	115	122.93512	chr2	+	131037871	131039678	Ensembl	1807
ENST00000406011	RP11-107N4.1	115	122.93512	chr6	-	158936636	158937261	Ensembl	625
ENST00000496556	AC072052.7	115	122.93512	chr7	-	6530423	6530729	Ensembl	306
AK126261		115	122.93512	chr2	-	101887683	101889902	NRED	2221
uc003vbg.3	DKFZp434E092	115	122.93512	chr7	-	102815463	102920750	UCSC_kg	4088
AF086000		115	122.93512	chr10	+	111633955	111634543	predicted	606
ENST00000324348	AC025335.1	115	122.93512	chr17	-	7816657	7819589	Ensembl	2831
BC042965		115	122.93512	chr17	-	11196158	11198993	predicted	2849
ENST00000438566	AC013402.3	114	121.86612	chr2	+	105199609	105201812	Ensembl	451
AK055252		114	121.86612	chr15	-	90439837	90442289	predicted	2452
ENST00000488231	RP11-457K10.2	114	121.86612	chr3	-	109634822	109635787	Ensembl	618
ENST00000441462	AL049757.2	114	121.86612	chr22	+	43180467	43183106	Ensembl	777
uc003abv.2	BC004918	114	121.86612	chr22	+	25851678	25907583	UCSC_kg	1554
ENST00000469070	RP11-18H7.1	114	121.86612	chr3	+	119814116	119818033	Ensembl	982
BC003519		114	121.86612	chr10	-	97632795	97635709	NRED	2930
AK124813		114	121.86612	chr14	+	105865602	105867577	predicted	1975
ENST00000503863	RP11-89I4.1	114	121.86612	chr4	+	35489431	35491493	Ensembl	2062
NR_000039	RAB9BP1	114	121.86612	chr5	+	104435174	104435798	RefSeq_NR	625
ENST00000506335	CTD-2194D22.3	114	121.86612	chr5	+	1884079	1884763	Ensembl	425
BC047655		114	121.86612	chr13	-	73282505	73284417	RNAdb	1927
ENST00000438914	RP3-450M14.1	114	121.86612	chr20	+	39959762	39960300	Ensembl	538
NR_028506	NF1P1	114	121.86612	chr15	-	22133180	22145802	RefSeq_NR	966
BC043577		114	121.86612	chr11	-	133653565	133680065	predicted	1093
ENST00000443127	RP11-293F5.8	114	121.86612	chr1	-	21737952	21739786	Ensembl	649
ENST00000449835	AC013733.4	114	121.86612	chr2	-	182555106	182558142	Ensembl	985
ENST00000486251	RP11-384C12.1	114	121.86612	chr8	+	26629306	26629657	Ensembl	351
G65688		114	121.86612	chr11	-	131841076	131841452	predicted	376
uc010lfm.1	AK310300	114	121.86612	chr7	-	96251317	96293650	UCSC_kg	1228
ENST00000433300	RP11-37P5.1	114	121.86612	chr10	-	16113414	16113808	Ensembl	394
ENST00000406040	RP11-538A16.1	114	121.86612	chr6	-	93597511	93598299	Ensembl	788
ENST00000442188	RP11-107I14.2	114	121.86612	chr10	+	103070774	103071262	Ensembl	382
AK023584		114	121.86612	chr6	+	125405211	125407484	predicted	2272
ENST00000428865	RP11-553A21.3	114	121.86612	chr6	-	74405257	74405854	Ensembl	341
ENST00000393264	RP1-29C18.9	114	121.86612	chr22	-	49965911	49969074	Ensembl	2379
HIT000387913		114	121.86612	chr17	+	3143970	3144559	HinvDB	590
ENST00000447723	AC005037.7	114	121.86612	chr2	-	202078020	202079383	Ensembl	1363
ENST00000406085	HIST1H4PS1	114	121.86612	chr6	+	27774835	27775114	Ensembl	279
uc003uaz.2	BC070376	114	121.86612	chr7	-	74113794	74143187	UCSC_kg	1182
ENST00000435701	RP11-351M16.2	114	121.86612	chr10	-	28627482	28629871	Ensembl	1720
AF090908		114	121.86612	chr6	-	4809888	4811623	predicted	1737
ENST00000410528	AL109827.2	114	121.86612	chr20	+	34231064	34231384	Ensembl	320
ENST00000432296	RP11-31E23.1	114	121.86612	chr1	-	198776786	198906539	Ensembl	930
AF095853		114	121.86612	chr10	-	121166905	121167562	predicted	709
ENST00000366486	OR14L1P	114	121.86612	chr1	+	247782383	247783864	Ensembl	927
ENST00000452982	RP11-431K24.3	114	121.86612	chr1	+	8268731	8275270	Ensembl	497
ENST00000322899	AC087498.1	114	121.86612	chr17	+	3289223	3290132	Ensembl	903
ENST00000401636	RP3-492P14.2	114	121.86612	chr6	-	82973712	82974691	Ensembl	979
ENST00000416575	AC079145.4	114	121.86612	chr2	+	20189977	20203971	Ensembl	541
uc010mkn.1	LOC158381	114	121.86612	chr9	+	35406751	35451098	UCSC_kg	3948
ENST00000433074	RP11-531P20.1	114	121.86612	chr13	-	85639221	85653055	Ensembl	601
ENST00000486285	RP11-1000B6.2	114	121.86612	chr15	-	32948284	32961293	Ensembl	432
NR_028336	FAM27L	114	121.86612	chr17	+	21825369	21826498	RefSeq_NR	609
ENST00000410685	AC087477.1	114	121.86612	chr15	+	97029811	97030121	Ensembl	310
G43628		114	121.86612	chr2	-	39200124	39200262	predicted	138
ENST00000509166	RP11-401I19.1	114	121.86612	chr4	-	131802181	131806796	Ensembl	434
ENST00000517211	AC063953.1	114	121.86612	chr3	+	174349612	174349892	Ensembl	280
uc003mgt.2	BC041422	114	121.86612	chr5	-	176864891	176874945	UCSC_kg	1399
ENST00000423440	RP11-321L2.1	113	120.79712	chr9	+	23829670	23849912	Ensembl	1427
ENST00000511053	RP11-257K9.6	113	120.79712	chr6	-	73918805	73919790	Ensembl	495
BC040657		113	120.79712	chr2	+	176851296	176853066	predicted	1789
BC043430		113	120.79712	chr3	-	78969798	78971635	RNAdb	1878
BC128217		113	120.79712	chr2	-	221786370	221786897	predicted	539
NR_003129	RNF5P1	113	120.79712	chr8	-	38457694	38458775	RefSeq_NR	1085
AK022678		113	120.79712	chr10	-	125762569	125764490	NRED	1922
ENST00000429717	AC008073.9	113	120.79712	chr2	-	24422707	24424567	Ensembl	543
ENST00000433276	RP11-552E4.3	113	120.79712	chrX	+	48072225	48077445	Ensembl	873
ENST00000391873	RP4-559A3.5	113	120.79712	chr1	+	226151880	226152134	Ensembl	252
ENST00000430308	RP11-110K8.1	113	120.79712	chr13	+	22104828	22105462	Ensembl	634
ENST00000501412	AC015550.1	113	120.79712	chr12	-	69043343	69054300	Ensembl	3121
ENST00000509943	RP11-893F2.5	113	120.79712	chr17	+	48286332	48291820	Ensembl	839
ENST00000502774	RP11-153M7.1	113	120.79712	chr4	+	154579723	154580805	Ensembl	1082
AF090887		113	120.79712	chr10	-	97910896	97913281	predicted	2399
AB175892		113	120.79712	chr1	-	17232414	17232780	predicted	368
ENST00000511779	RP11-480G3.1	113	120.79712	chr4	-	10144990	10145279	Ensembl	289
ENST00000456809	AC006000.5	113	120.79712	chr7	-	13378825	13404674	Ensembl	842
ENST00000512947	CTC-236F12.1	113	120.79712	chr5	+	55749652	55750364	Ensembl	712
ENST00000423511	AC005232.1	113	120.79712	chr7	+	29167636	29186311	Ensembl	989
ENST00000431167	AF015726.1	113	120.79712	chr21	-	36972029	36972320	Ensembl	291
NR_015377	LOC654433	113	120.79712	chr2	+	113993845	114024579	RefSeq_NR	2715
ENST00000509116	RP11-553P9.1	113	120.79712	chr4	+	135966618	135968005	Ensembl	1387
ENST00000419465	RP11-546N22.2	113	120.79712	chr9	-	5855780	5856426	Ensembl	646
ENST00000446139	AC011306.2	113	120.79712	chr2	-	56190325	56274461	Ensembl	900
ENST00000305824	RP13-77O11.11	113	120.79712	chrX	-	52853315	52858317	Ensembl	306
ENST00000454312	AC012501.2	113	120.79712	chr2	-	154278129	154306334	Ensembl	555
NR_024385	LOC151300	113	120.79712	chr2	+	219841005	219842643	RefSeq_NR	1562
ENST00000413292	AP001187.12	113	120.79712	chr11	+	64685024	64691932	Ensembl	563
ENST00000441444	AC144525.1	113	120.79712	chr2	-	239697288	239698357	Ensembl	592
uc002wgc.1	AK126717	113	120.79712	chr20	-	2454888	2455853	UCSC_kg	965
ENST00000415533	AC090042.1	113	120.79712	chr3	+	1771753	1772158	Ensembl	405
ENST00000417812	MCFD2L	113	120.79712	chr6	+	27375475	27375775	Ensembl	300
ENST00000461543	AC016737.1	113	120.79712	chr2	+	174907735	174908608	Ensembl	873
uc003fbc.2	AK311218	113	120.79712	chr3	-	156799456	156840791	UCSC_kg	2015
ENST00000455535	RP11-445F6.3	113	120.79712	chr6	-	139628818	139629359	Ensembl	491
uc001eek.2	BC036361	112	119.72811	chr1	-	114466623	114471880	UCSC_kg	2116
AF222858		112	119.72811	chr5	-	93979043	93989090	predicted	501
